RhoCross,SubsetID,ModelID,ModelClass,Rows,ParameterCount,Chi2,AIC,ClaimBoundary
-0.6,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.6347268304968736,6.634726830496874,memory_active_cross_covariance_no_measurement_validation
-0.6,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.3597370930203365,8.359737093020337,memory_active_cross_covariance_no_measurement_validation
-0.6,high_depth,K1_NO_MEMORY,fair_null,3,0,2.237838968243552,2.237838968243552,memory_active_cross_covariance_no_measurement_validation
-0.6,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.8125780472890798,0.8125780472890798,memory_active_cross_covariance_no_measurement_validation
-0.6,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.09500347754728045,0.09500347754728045,memory_active_cross_covariance_no_measurement_validation
-0.6,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.8600670090050944,2.8600670090050944,memory_active_cross_covariance_no_measurement_validation
-0.6,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,3.179276981715748e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,0.9400349304715496,0.9400349304715496,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.595000670299983,0.595000670299983,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.26218292946354366,0.26218292946354366,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.1827650720152072,1.1827650720152072,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,7.625284731227063e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.4610626789025174,1.4610626789025174,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.5453935567865955,0.5453935567865955,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.15180857991035634,0.15180857991035634,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.9585292122282887,1.9585292122282887,memory_active_cross_covariance_no_measurement_validation
-0.6,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,2.6172790260936127e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.55,all_depth,K1_NO_MEMORY,fair_null,8,0,10.706304790111128,10.706304790111128,memory_active_cross_covariance_no_measurement_validation
-0.55,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,9.115633537349847,9.115633537349847,memory_active_cross_covariance_no_measurement_validation
-0.55,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,7.500878887977977,7.500878887977977,memory_active_cross_covariance_no_measurement_validation
-0.55,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,12.174171718669204,12.174171718669204,memory_active_cross_covariance_no_measurement_validation
-0.55,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.3811099383243928,7.381109938324393,memory_active_cross_covariance_no_measurement_validation
-0.55,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.276076965973244,9.276076965973244,memory_active_cross_covariance_no_measurement_validation
-0.55,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,2.6353889629943428,2.6353889629943428,memory_active_cross_covariance_no_measurement_validation
-0.55,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.1702683037722132,1.1702683037722132,memory_active_cross_covariance_no_measurement_validation
-0.55,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.3942917630794535,0.3942917630794535,memory_active_cross_covariance_no_measurement_validation
-0.55,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,3.3227610673896435,3.3227610673896435,memory_active_cross_covariance_no_measurement_validation
-0.55,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.6585669967034149,6.658566996703415,memory_active_cross_covariance_no_measurement_validation
-0.55,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.37718386122658487,8.377183861226586,memory_active_cross_covariance_no_measurement_validation
-0.55,high_depth,K1_NO_MEMORY,fair_null,3,0,2.2993947275088167,2.2993947275088167,memory_active_cross_covariance_no_measurement_validation
-0.55,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.8342936701440433,0.8342936701440433,memory_active_cross_covariance_no_measurement_validation
-0.55,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.09892191661879401,0.09892191661879401,memory_active_cross_covariance_no_measurement_validation
-0.55,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.9386415784341295,2.9386415784341295,memory_active_cross_covariance_no_measurement_validation
-0.55,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,3.254374567314615e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,0.9622796151663531,0.9622796151663531,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6098082673656798,0.6098082673656798,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.2699044606822487,0.2699044606822487,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.210558389537107,1.210558389537107,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,7.814809865798097e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.4946167173040417,1.4946167173040417,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.5563476413206996,0.5563476413206996,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.15875448211981297,0.15875448211981297,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.00413930861888,2.00413930861888,memory_active_cross_covariance_no_measurement_validation
-0.55,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,2.6822832845303823e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.5,all_depth,K1_NO_MEMORY,fair_null,8,0,11.007649285222673,11.007649285222673,memory_active_cross_covariance_no_measurement_validation
-0.5,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,9.377523791477246,9.377523791477246,memory_active_cross_covariance_no_measurement_validation
-0.5,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,7.7281487981752015,7.7281487981752015,memory_active_cross_covariance_no_measurement_validation
-0.5,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,12.515204301998892,12.515204301998892,memory_active_cross_covariance_no_measurement_validation
-0.5,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.4271852067754898,7.42718520677549,memory_active_cross_covariance_no_measurement_validation
-0.5,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.321919427768306,9.321919427768306,memory_active_cross_covariance_no_measurement_validation
-0.5,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,2.7061869723714618,2.7061869723714618,memory_active_cross_covariance_no_measurement_validation
-0.5,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.2009915594756075,1.2009915594756075,memory_active_cross_covariance_no_measurement_validation
-0.5,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.40939884811883603,0.40939884811883603,memory_active_cross_covariance_no_measurement_validation
-0.5,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,3.4115652376064065,3.4115652376064065,memory_active_cross_covariance_no_measurement_validation
-0.5,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.6843611501040365,6.684361150104037,memory_active_cross_covariance_no_measurement_validation
-0.5,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.3964541519668229,8.396454151966823,memory_active_cross_covariance_no_measurement_validation
-0.5,high_depth,K1_NO_MEMORY,fair_null,3,0,2.3647201036986987,2.3647201036986987,memory_active_cross_covariance_no_measurement_validation
-0.5,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.8572588470784799,0.8572588470784799,memory_active_cross_covariance_no_measurement_validation
-0.5,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.10319691878664648,0.10319691878664648,memory_active_cross_covariance_no_measurement_validation
-0.5,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.0220502180507314,3.0220502180507314,memory_active_cross_covariance_no_measurement_validation
-0.5,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,3.333166650145713e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,0.9856250662362784,0.9856250662362784,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.625406538755891,0.625406538755891,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.27812857951880393,0.27812857951880393,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.2397135920944564,1.2397135920944564,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,8.014610576336116e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.5301454205095473,1.5301454205095473,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.5678115338874605,0.5678115338874605,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.16641124951501485,0.16641124951501485,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.0524881681041336,2.0524881681041336,memory_active_cross_covariance_no_measurement_validation
-0.5,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,2.7515402998643655e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.45,all_depth,K1_NO_MEMORY,fair_null,8,0,11.327093945273017,11.327093945273017,memory_active_cross_covariance_no_measurement_validation
-0.45,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,9.655219490582889,9.655219490582889,memory_active_cross_covariance_no_measurement_validation
-0.45,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,7.970027047315721,7.970027047315721,memory_active_cross_covariance_no_measurement_validation
-0.45,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,12.876744559001274,12.876744559001274,memory_active_cross_covariance_no_measurement_validation
-0.45,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.476592311396269,7.476592311396269,memory_active_cross_covariance_no_measurement_validation
-0.45,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.3713309359150845,9.371330935915084,memory_active_cross_covariance_no_measurement_validation
-0.45,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,2.7816058556559615,2.7816058556559615,memory_active_cross_covariance_no_measurement_validation
-0.45,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.2335998932582517,1.2335998932582517,memory_active_cross_covariance_no_measurement_validation
-0.45,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.4258168454990185,0.4258168454990185,memory_active_cross_covariance_no_measurement_validation
-0.45,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,3.5061953343603296,3.5061953343603296,memory_active_cross_covariance_no_measurement_validation
-0.45,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.7123734250620918,6.712373425062092,memory_active_cross_covariance_no_measurement_validation
-0.45,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.41785516102764564,8.417855161027646,memory_active_cross_covariance_no_measurement_validation
-0.45,high_depth,K1_NO_MEMORY,fair_null,3,0,2.4342132778380794,2.4342132778380794,memory_active_cross_covariance_no_measurement_validation
-0.45,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.8815917712629922,0.8815917712629922,memory_active_cross_covariance_no_measurement_validation
-0.45,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.10788213547363829,0.10788213547363829,memory_active_cross_covariance_no_measurement_validation
-0.45,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.110810257987459,3.110810257987459,memory_active_cross_covariance_no_measurement_validation
-0.45,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,3.415943106486136e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.0101580890503212,1.0101580890503212,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6418653634022249,0.6418653634022249,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.2869105300905958,0.2869105300905958,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.2703366545263164,1.2703366545263164,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,8.225640861072439e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.5678845983821068,1.5678845983821068,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.5798316803859109,0.5798316803859109,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.1748970912945245,0.1748970912945245,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.1039087670513474,2.1039087670513474,memory_active_cross_covariance_no_measurement_validation
-0.45,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,2.8256049747309624e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.4,all_depth,K1_NO_MEMORY,fair_null,8,0,11.666391131075796,11.666391131075796,memory_active_cross_covariance_no_measurement_validation
-0.4,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,9.950227340773777,9.950227340773777,memory_active_cross_covariance_no_measurement_validation
-0.4,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,8.22803303493189,8.22803303493189,memory_active_cross_covariance_no_measurement_validation
-0.4,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,13.260796471912482,13.260796471912482,memory_active_cross_covariance_no_measurement_validation
-0.4,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.5297294010098612,7.529729401009861,memory_active_cross_covariance_no_measurement_validation
-0.4,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.4247693319507353,9.424769331950735,memory_active_cross_covariance_no_measurement_validation
-0.4,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,2.8621959317031975,2.8621959317031975,memory_active_cross_covariance_no_measurement_validation
-0.4,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.2682950685602568,1.2682950685602568,memory_active_cross_covariance_no_measurement_validation
-0.4,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.4437377923519622,0.4437377923519622,memory_active_cross_covariance_no_measurement_validation
-0.4,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,3.60735683684892,3.60735683684892,memory_active_cross_covariance_no_measurement_validation
-0.4,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.7429206857120048,6.742920685712004,memory_active_cross_covariance_no_measurement_validation
-0.4,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.44176815382418394,8.441768153824183,memory_active_cross_covariance_no_measurement_validation
-0.4,high_depth,K1_NO_MEMORY,fair_null,3,0,2.508338617455256,2.508338617455256,memory_active_cross_covariance_no_measurement_validation
-0.4,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.9074273370711401,0.9074273370711401,memory_active_cross_covariance_no_measurement_validation
-0.4,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.11304304411677497,0.11304304411677497,memory_active_cross_covariance_no_measurement_validation
-0.4,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.2055268137219564,3.2055268137219564,memory_active_cross_covariance_no_measurement_validation
-0.4,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,3.503027437776612e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.0359754638392837,1.0359754638392837,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6592640707314413,0.6592640707314413,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.2963148415008851,0.2963148415008851,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.3025455280164882,1.3025455280164882,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,8.44899704436275e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.6081181428735336,1.6081181428735336,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.5924624059053745,0.5924624059053745,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.1843582595001617,0.1843582595001617,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.1588026494455668,2.1588026494455668,memory_active_cross_covariance_no_measurement_validation
-0.4,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,2.9051509012907193e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.35,all_depth,K1_NO_MEMORY,fair_null,8,0,12.0275400330667,12.0275400330667,memory_active_cross_covariance_no_measurement_validation
-0.35,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,10.264256900781936,10.264256900781936,memory_active_cross_covariance_no_measurement_validation
-0.35,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,8.503919225347934,8.503919225347934,memory_active_cross_covariance_no_measurement_validation
-0.35,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,13.669652243372306,13.669652243372306,memory_active_cross_covariance_no_measurement_validation
-0.35,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.5870659946187233,7.587065994618723,memory_active_cross_covariance_no_measurement_validation
-0.35,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.4827797895714379,9.482779789571438,memory_active_cross_covariance_no_measurement_validation
-0.35,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,2.9486117458716667,2.9486117458716667,memory_active_cross_covariance_no_measurement_validation
-0.35,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.3053119118648644,1.3053119118648644,memory_active_cross_covariance_no_measurement_validation
-0.35,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.4633957729716237,0.4633957729716237,memory_active_cross_covariance_no_measurement_validation
-0.35,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,3.715892009141541,3.715892009141541,memory_active_cross_covariance_no_measurement_validation
-0.35,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.7763871685945831,6.776387168594583,memory_active_cross_covariance_no_measurement_validation
-0.35,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.46867244190070523,8.468672441900706,memory_active_cross_covariance_no_measurement_validation
-0.35,high_depth,K1_NO_MEMORY,fair_null,3,0,2.5876430205250993,2.5876430205250993,memory_active_cross_covariance_no_measurement_validation
-0.35,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.9349205273225489,0.9349205273225489,memory_active_cross_covariance_no_measurement_validation
-0.35,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.11876051279792285,0.11876051279792285,memory_active_cross_covariance_no_measurement_validation
-0.35,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.3069149718621875,3.3069149718621875,memory_active_cross_covariance_no_measurement_validation
-0.35,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,3.59478256342912e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.0631855856220191,1.0631855856220191,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6776933535939426,0.6776933535939426,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.3064175945329247,0.3064175945329247,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,1.3364720751028878,1.3364720751028878,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,8.685950852700742e-29,6.0,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,1.6511923807028013,1.6511923807028013,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6057681034721533,0.6057681034721533,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.19497792414730114,0.19497792414730114,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.217660471315712,2.217660471315712,memory_active_cross_covariance_no_measurement_validation
-0.35,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,2.9910064932630124e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.3,all_depth,K1_NO_MEMORY,fair_null,8,0,12.41283535604266,12.41283535604266,memory_active_cross_covariance_no_measurement_validation
-0.3,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,10.599257146459177,10.599257146459177,memory_active_cross_covariance_no_measurement_validation
-0.3,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,8.799722189300109,8.799722189300109,memory_active_cross_covariance_no_measurement_validation
-0.3,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,14.105951215326515,14.105951215326515,memory_active_cross_covariance_no_measurement_validation
-0.3,all_depth,POLY_DEG2,overfit_risk_control,8,3,1.6491613411422148,7.649161341142214,memory_active_cross_covariance_no_measurement_validation
-0.3,all_depth,POLY_DEG3,overfit_risk_control,8,4,1.5460183544176973,9.546018354417697,memory_active_cross_covariance_no_measurement_validation
-0.3,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,3.041640834181737,3.041640834181737,memory_active_cross_covariance_no_measurement_validation
-0.3,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,1.3449260367514966,1.3449260367514966,memory_active_cross_covariance_no_measurement_validation
-0.3,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,0.4850797720444427,0.4850797720444427,memory_active_cross_covariance_no_measurement_validation
-0.3,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,3.83281857181803,3.83281857181803,memory_active_cross_covariance_no_measurement_validation
-0.3,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,0.8132445612835599,6.81324456128356,memory_active_cross_covariance_no_measurement_validation
-0.3,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,0.49917938136345175,8.49917938136345,memory_active_cross_covariance_no_measurement_validation
-0.3,high_depth,K1_NO_MEMORY,fair_null,3,0,2.672777938652492,2.672777938652492,memory_active_cross_covariance_no_measurement_validation
-0.3,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.9642507672827969,0.9642507672827969,memory_active_cross_covariance_no_measurement_validation
-0.3,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.12513577040026025,0.12513577040026025,memory_active_cross_covariance_no_measurement_validation
-0.3,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,3.415829842246099,3.415829842246099,memory_active_cross_covariance_no_measurement_validation
-0.3,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,3.691618140891641e-27,6.0,memory_active_cross_covariance_no_measurement_validation
-0.3,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,1.0919104972352267,1.0919104972352267,memory_active_cross_covariance_no_measurement_validation
-0.3,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,0.6972577519612286,0.6972577519612286,memory_active_cross_covariance_no_measurement_validation
-0.3,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.3173094622337708,0.3173094622337708,memory_active_cross_covariance_no_measurement_validation
