RhoCross,SubsetID,ModelID,ModelClass,Rows,ParameterCount,Chi2,AIC,ClaimBoundary
0.35,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.2607160494474083,1.2607160494474083,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,0.7989456697126694,0.7989456697126694,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.189005114081922,2.189005114081922,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,1.7847593250968046e-28,6.0,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,4.2876010343492466,4.2876010343492466,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,1.1796997490515286,1.1796997490515286,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,1.564259725630775,1.564259725630775,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,5.9313683087037194,5.9313683087037194,memory_active_cross_covariance_no_measurement_validation
0.35,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,9.249679209606818e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.4,all_depth,K1_NO_MEMORY,fair_null,8,0,26.500621250059755,26.500621250059755,memory_active_cross_covariance_no_measurement_validation
0.4,all_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,8,0,21.68920705750678,21.68920705750678,memory_active_cross_covariance_no_measurement_validation
0.4,all_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,8,0,24.605571825142192,24.605571825142192,memory_active_cross_covariance_no_measurement_validation
0.4,all_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,8,0,31.231778843173785,31.231778843173785,memory_active_cross_covariance_no_measurement_validation
0.4,all_depth,POLY_DEG2,overfit_risk_control,8,3,9.554259628676018,15.554259628676018,memory_active_cross_covariance_no_measurement_validation
0.4,all_depth,POLY_DEG3,overfit_risk_control,8,4,11.738145380620704,19.738145380620704,memory_active_cross_covariance_no_measurement_validation
0.4,mid_high_memory_active,K1_NO_MEMORY,fair_null,6,0,10.775883484763916,10.775883484763916,memory_active_cross_covariance_no_measurement_validation
0.4,mid_high_memory_active,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,6,0,3.7703427154142832,3.7703427154142832,memory_active_cross_covariance_no_measurement_validation
0.4,mid_high_memory_active,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,6,0,5.1558339085497344,5.1558339085497344,memory_active_cross_covariance_no_measurement_validation
0.4,mid_high_memory_active,ZERO_RESPONSE_CONTROL,diagnostic_control,6,0,14.354272512583098,14.354272512583098,memory_active_cross_covariance_no_measurement_validation
0.4,mid_high_memory_active,POLY_DEG2,overfit_risk_control,6,3,10.069502295973173,16.069502295973173,memory_active_cross_covariance_no_measurement_validation
0.4,mid_high_memory_active,POLY_DEG3,overfit_risk_control,6,4,27.469193312077902,35.469193312077905,memory_active_cross_covariance_no_measurement_validation
0.4,high_depth,K1_NO_MEMORY,fair_null,3,0,9.182363138534706,9.182363138534706,memory_active_cross_covariance_no_measurement_validation
0.4,high_depth,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,2.2127979993368214,2.2127979993368214,memory_active_cross_covariance_no_measurement_validation
0.4,high_depth,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,1.5468351850437108,1.5468351850437108,memory_active_cross_covariance_no_measurement_validation
0.4,high_depth,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,12.382903331839984,12.382903331839984,memory_active_cross_covariance_no_measurement_validation
0.4,high_depth,POLY_DEG2,overfit_risk_control_saturated,3,3,6.825162390415003e-27,6.0,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_sign_stable,K1_NO_MEMORY,fair_null,3,0,2.1789587500526384,2.1789587500526384,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_sign_stable,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,2.072037500609909,2.072037500609909,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_sign_stable,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,2.032404986258365,2.032404986258365,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_sign_stable,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,2.6973957344605584,2.6973957344605584,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_sign_stable,POLY_DEG2,overfit_risk_control_saturated,3,3,3.811428246133126e-28,6.0,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_anti_aligned,K1_NO_MEMORY,fair_null,3,0,7.75219292528283,7.75219292528283,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_anti_aligned,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,3,0,2.4598855216718314,2.4598855216718314,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_anti_aligned,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,3,0,4.120920042917041,4.120920042917041,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_anti_aligned,ZERO_RESPONSE_CONTROL,diagnostic_control,3,0,10.747589603994832,10.747589603994832,memory_active_cross_covariance_no_measurement_validation
0.4,memory_active_anti_aligned,POLY_DEG2,overfit_risk_control_saturated,3,3,1.8400931274267386e-26,6.0,memory_active_cross_covariance_no_measurement_validation
