TransformID,ProductID,RowID,z,ObservedMu,AuditPredictionMu,RawResidualMu,SameSampleOffsetMu,CenteredResidualMu,SigmaDiag,CovarianceIndex,x_z_normalized,x_chi_normalized,x_likelihood_native_index,BaselineID,TransformStatus,ClaimBoundary
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,218,0.01682,34.5341,34.3157006767293,0.21839932327070244,-0.10178211565083525,0.3201814389215377,0.29032869303601394,218,0.0074379690187806515,0.012963195011675886,0.12823529411764706,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,219,0.01682,33.9673,34.3157006767293,-0.3484006767292982,-0.10178211565083525,-0.24661856107846294,0.23493624667130442,219,0.0074379690187806515,0.012963195011675886,0.1288235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,220,0.0169,33.841,34.32613556596526,-0.4851355659652583,-0.10178211565083525,-0.383353450314423,0.2363863786261806,220,0.007473345803649999,0.01302461410227507,0.12941176470588234,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,221,0.0169,33.8975,34.32613556596526,-0.42863556596525854,-0.10178211565083525,-0.32685345031442326,0.22152067623587646,221,0.007473345803649999,0.01302461410227507,0.12999999999999998,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,222,0.01692,34.4894,34.328736664869005,0.16066333513099806,-0.10178211565083525,0.26244545078183334,0.2622371255181081,222,0.0074821899998673376,0.013039968523119186,0.13058823529411764,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,223,0.01698,34.3409,34.33652178047626,0.004378219523736959,-0.10178211565083525,0.10616033517457221,0.16229898336095638,223,0.0075087225885193485,0.01308603094129121,0.13117647058823528,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,224,0.01699,34.0755,34.33781665770145,-0.2623166577014544,-0.10178211565083525,-0.16053454205061915,0.21855047471922817,224,0.007513144686628019,0.013093707887848489,0.13176470588235292,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,225,0.01705,34.1973,34.34557014945232,-0.14827014945232264,-0.10178211565083525,-0.04648803380148739,0.15177084700297352,225,0.0075396772752800295,0.013139768828344806,0.1323529411764706,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,226,0.01718,34.022,34.36227735098919,-0.3402773509891901,-0.10178211565083525,-0.23849523533835484,0.22364353332926934,226,0.007597164550692722,0.01323956318745619,0.13294117647058823,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,227,0.01718,34.2003,34.36227735098919,-0.16197735098918997,-0.10178211565083525,-0.06019523533835472,0.23942380833993934,227,0.007597164550692722,0.01323956318745619,0.13352941176470587,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,228,0.0172,34.6084,34.36483660300414,0.24356339699586016,-0.10178211565083525,0.34534551264669544,0.1597105193780297,228,0.007606008746910059,0.013254915637990266,0.1341176470588235,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,229,0.0173,34.1436,34.377588944413645,-0.23398894441364604,-0.10178211565083525,-0.13220682876281079,0.22859540677800155,229,0.007650229727996745,0.013331675779393674,0.13470588235294118,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,230,0.0173,34.1517,34.377588944413645,-0.22588894441364715,-0.10178211565083525,-0.1241068287628119,0.21253032724766602,230,0.007650229727996745,0.013331675779393674,0.13529411764705881,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,231,0.01733,34.4009,34.3814004557301,0.019499544269898195,-0.10178211565083525,0.12128165992073345,0.15668726814901077,231,0.007663496022322753,0.013354703135632657,0.13588235294117645,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,232,0.01733,34.5101,34.3814004557301,0.1286995442698995,-0.10178211565083525,0.23048165992073474,0.16779773538400333,232,0.007663496022322753,0.013354703135632657,0.1364705882352941,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,233,0.01734,34.361,34.38266951184307,-0.021669511843072087,-0.10178211565083525,0.08011260380776317,0.15800348097431272,233,0.007667918120431421,0.013362378850666065,0.13705882352941176,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,234,0.01737,34.31,34.386472348876396,-0.07647234887639343,-0.10178211565083525,0.025309766774441828,0.19013926475086623,234,0.007681184414757426,0.013385405784624623,0.1376470588235294,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,235,0.01737,34.2669,34.386472348876396,-0.119572348876396,-0.10178211565083525,-0.017790233225560753,0.1880873998969628,235,0.007681184414757426,0.013385405784624623,0.13823529411764704,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,236,0.01743,33.7799,34.394058606681895,-0.6141586066818974,-0.10178211565083525,-0.5123764910310621,0.294221702122736,236,0.007707717003409439,0.013431458702385553,0.1388235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,237,0.01747,34.3228,34.39910180088799,-0.07630180088798966,-0.10178211565083525,0.025480314762845596,0.1437407040472531,237,0.007725405395844112,0.013462159943722098,0.13941176470588235,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,238,0.01747,34.3133,34.39910180088799,-0.08580180088799239,-0.10178211565083525,0.015980314762842868,0.1438077188470772,238,0.007725405395844112,0.013462159943722098,0.13999999999999999,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,239,0.01752,34.1465,34.40538978576426,-0.2588897857642536,-0.10178211565083525,-0.15710767011341834,0.16557892377956804,239,0.0077475158863874564,0.013500535703552339,0.14058823529411762,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,240,0.01776,34.2221,34.435327603014585,-0.21322760301458743,-0.10178211565083525,-0.11144548736375218,0.23166059224650187,240,0.007853646240995504,0.013684727102810577,0.1411764705882353,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,241,0.01778,34.3364,34.437804365977286,-0.10140436597728808,-0.10178211565083525,0.00037774967354717304,0.15003442938205883,241,0.00786249043721284,0.013700075470951353,0.14176470588235293,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,242,0.01778,34.2464,34.437804365977286,-0.19140436597728439,-0.10178211565083525,-0.08962225032644913,0.15369866622713418,242,0.00786249043721284,0.013700075470951353,0.14235294117647057,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,243,0.01784,34.2939,34.44521818824177,-0.1513181882417669,-0.10178211565083525,-0.04953607259093165,0.17764059220797482,243,0.007889023025864852,0.013746119730584509,0.1429411764705882,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,244,0.01784,34.2418,34.44521818824177,-0.20341818824176983,-0.10178211565083525,-0.10163607259093457,0.15853564268012416,244,0.007889023025864852,0.013746119730584509,0.14352941176470588,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,245,0.0179,34.2975,34.452607439507986,-0.15510743950798656,-0.10178211565083525,-0.0533253238571513,0.23241512429271896,245,0.007915555614516864,0.013792162722999088,0.14411764705882352,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,246,0.01802,34.2661,34.46731288495936,-0.20121288495936085,-0.10178211565083525,-0.0994307693085256,0.1686110613216108,246,0.007968620791820888,0.013884244905993484,0.14470588235294116,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,247,0.01808,34.6078,34.47462940301123,0.13317059698876932,-0.10178211565083525,0.23495271263960457,0.1437059149791685,247,0.0079951533804729,0.013930284096483806,0.14529411764705882,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,248,0.01826,34.9792,34.49643604803935,0.48276395196064925,-0.10178211565083525,0.5845460676114845,0.16243035430608405,248,0.008074751146428935,0.014068394063390657,0.14588235294117646,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,249,0.01826,34.2005,34.49643604803935,-0.29593604803935136,-0.10178211565083525,-0.1941539323885161,0.20174697023747346,249,0.008074751146428935,0.014068394063390657,0.1464705882352941,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,250,0.01839,34.4393,34.51205377012459,-0.07275377012458506,-0.10178211565083525,0.029028345526250193,0.16137865410270344,250,0.008132238421841628,0.01416813305601442,0.14705882352941174,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,251,0.01855,34.492,34.5311267202136,-0.039126720213602084,-0.10178211565083525,0.06265539543723317,0.21358520548015492,251,0.008202991991580326,0.014290880570034952,0.1476470588235294,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,252,0.01855,34.576,34.5311267202136,0.0448732797864011,-0.10178211565083525,0.14665539543723635,0.18399864129933133,252,0.008202991991580326,0.014290880570034952,0.14823529411764705,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,253,0.01865,34.6171,34.54296506650144,0.07413493349856282,-0.10178211565083525,0.17591704914939807,0.17105107424392282,253,0.008247212972667011,0.014367593188374763,0.1488235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,254,0.01865,34.5716,34.54296506650144,0.028634933498558723,-0.10178211565083525,0.13041704914939398,0.17100728054676503,254,0.008247212972667011,0.014367593188374763,0.14941176470588233,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,255,0.01866,34.6066,34.54414545504005,0.062454544959948066,-0.10178211565083525,0.16423666061078332,0.19983250486344808,255,0.00825163507077568,0.014375264256517166,0.15,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,256,0.01875,34.5466,34.55474095737728,-0.008140957377278824,-0.10178211565083525,0.09364115827355643,0.16637553906749633,256,0.008291433953753698,0.014444302284987555,0.15058823529411763,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,257,0.01875,34.4866,34.55474095737728,-0.06814095737727399,-0.10178211565083525,0.03364115827356126,0.238837245839086,257,0.008291433953753698,0.014444302284987555,0.15117647058823527,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,258,0.01905,34.4286,34.58970048677185,-0.16110048677184352,-0.10178211565083525,-0.05931837112100827,0.20442301729501988,258,0.008424096897013757,0.014674408442400722,0.15176470588235294,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,259,0.01947,34.7747,34.6377423666727,0.13695763332730593,-0.10178211565083525,0.23873974897814118,0.1407749977801456,259,0.008609825017577842,0.014996503800551566,0.15235294117647058,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,260,0.01947,34.8085,34.6377423666727,0.1707576333273053,-0.10178211565083525,0.2725397489781406,0.13971549663512633,260,0.008609825017577842,0.014996503800551566,0.15294117647058822,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,261,0.01975,34.757,34.66920588856293,0.08779411143706994,-0.10178211565083525,0.1895762270879052,0.42638409914066916,261,0.008733643764620562,0.015211199510782866,0.15352941176470586,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,262,0.01975,34.7394,34.66920588856293,0.07019411143707543,-0.10178211565083525,0.1719762270879107,0.40807888943193327,262,0.008733643764620562,0.015211199510782866,0.15411764705882353,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,263,0.01976,34.6865,34.670321435803984,0.01617856419601793,-0.10178211565083525,0.11796067984685318,0.3227686323049376,263,0.008738065862729232,0.015218866703767774,0.15470588235294117,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,264,0.01995,34.3648,34.69141175920211,-0.32661175920210894,-0.10178211565083525,-0.2248296435512737,0.21780922845462725,264,0.008822085726793934,0.015364536674625076,0.1552941176470588,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,265,0.02001,34.6854,34.69803074466588,-0.012630744665877103,-0.10178211565083525,0.08915137098495815,0.1454181556752801,265,0.008848618315445946,0.015410535074819305,0.15588235294117644,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,266,0.02006,34.5121,34.703531640310636,-0.19143164031063975,-0.10178211565083525,-0.0896495246598045,0.145107546323408,266,0.00887072880598929,0.015448866105738833,0.1564705882352941,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,267,0.02019,34.5072,34.717770971609596,-0.2105709716095987,-0.10178211565083525,-0.10878885595876345,0.16778676944264706,267,0.008928216081401982,0.01554852266225226,0.15705882352941175,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,268,0.02019,34.702,34.717770971609596,-0.01577097160959795,-0.10178211565083525,0.0860111440412373,0.1353841571233503,268,0.008928216081401982,0.01554852266225226,0.1576470588235294,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,269,0.02023,34.5995,34.72213413028928,-0.12263413028927772,-0.10178211565083525,-0.020852014638442468,0.13215698997782901,269,0.008945904473836658,0.01557918501965976,0.15823529411764706,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,270,0.02023,34.5012,34.72213413028928,-0.22093413028927955,-0.10178211565083525,-0.1191520146384443,0.21235807024928438,270,0.008945904473836658,0.01557918501965976,0.1588235294117647,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,271,0.02023,34.576,34.72213413028928,-0.14613413028927624,-0.10178211565083525,-0.04435201463844099,0.13471072711554935,271,0.008945904473836658,0.01557918501965976,0.15941176470588234,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,272,0.02023,34.6482,34.72213413028928,-0.07393413028927398,-0.10178211565083525,0.027847985361561273,0.13197352007126278,272,0.008945904473836658,0.01557918501965976,0.15999999999999998,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,273,0.02024,34.9988,34.72322359156088,0.2755764084391217,-0.10178211565083525,0.37735852408995696,0.13395585093604534,273,0.008950326571945326,0.015586850520887775,0.16058823529411764,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,274,0.02034,34.8165,34.73408912334404,0.08241087665595614,-0.10178211565083525,0.1841929923067914,0.171045783344694,274,0.008994547553032013,0.01566350359438657,0.16117647058823528,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,275,0.02034,34.5749,34.73408912334404,-0.15918912334404212,-0.10178211565083525,-0.05740700769320686,0.27759583930599535,275,0.008994547553032013,0.01566350359438657,0.16176470588235292,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,276,0.02035,34.5709,34.735172779867554,-0.1642727798675523,-0.10178211565083525,-0.062490664216717035,0.1348317470034413,276,0.00899896965114068,0.015671168707853816,0.16235294117647056,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,277,0.02035,34.5656,34.735172779867554,-0.1695727798675506,-0.10178211565083525,-0.06779066421671534,0.12637262361761745,277,0.00899896965114068,0.015671168707853816,0.16294117647058823,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,278,0.02035,34.4931,34.735172779867554,-0.2420727798675557,-0.10178211565083525,-0.14029066421672046,0.13268481450414737,278,0.00899896965114068,0.015671168707853816,0.16352941176470587,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,279,0.02044,34.6552,34.744902143451974,-0.08970214345197292,-0.10178211565083525,0.012079972198862338,0.15155922934615365,279,0.009038768534118698,0.015740153142685183,0.1641176470588235,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,280,0.02049,35.1263,34.750289122025066,0.3760108779749345,-0.10178211565083525,0.47779299362576977,0.2705471123482932,280,0.009060879024662042,0.015778476594820488,0.16470588235294117,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
T2_SN_DISTANCE_MODULUS_RESIDUAL,PANTHEON_PLUS_SH0ES_SN,281,0.02052,34.556,34.75351509567186,-0.19751509567186076,-0.10178211565083525,-0.09573298002102551,0.24704979255202786,281,0.009074145318988048,0.015801470243042466,0.1652941176470588,AUDIT_FLAT_LCDM_SN_V0,SN_RESIDUAL_PREFLIGHT_NOT_MEASUREMENT_GATE,preflight_only_same_sample_offset_not_k1_target
