Dataset,SigmaRoute,ValidationMode,FoldID,ModelID,ModelClass,ParameterCount,TrainN,TestN,TestGridIndices,TestZMin,TestZMax,TestChi2,TestMeanChi2,TestMeanAbsResidual,ClaimBoundary
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_4,K2_LOCKED_RHO4,locked_prediction,0,7,1,4,1.42,1.42,0.9113566447097525,0.9113566447097525,1.1283304373365015,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_4,POLY_DEG2,overfit_risk_control,3,7,1,4,1.42,1.42,2.347612261778212,2.347612261778212,1.8109451894926445,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_4,POLY_DEG3,overfit_risk_control,4,7,1,4,1.42,1.42,1.601520288614652,1.601520288614652,1.4957477005479114,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_5,K1_NO_MEMORY,fair_null,0,7,1,5,1.6475,1.6475,1.5055410001449738,1.5055410001449738,1.2184426017376664,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_5,K2_LOCKED_RHO4,locked_prediction,0,7,1,5,1.6475,1.6475,0.6862301012744277,0.6862301012744277,0.8226093924718897,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_5,POLY_DEG2,overfit_risk_control,3,7,1,5,1.6475,1.6475,1.4947276361541002,1.4947276361541002,1.2140590590495246,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_5,POLY_DEG3,overfit_risk_control,4,7,1,5,1.6475,1.6475,0.3950079494069222,0.3950079494069222,0.6241108024346818,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_6,K1_NO_MEMORY,fair_null,0,7,1,6,1.875,1.875,1.4613457605731615,1.4613457605731615,2.074765236312404,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_6,K2_LOCKED_RHO4,locked_prediction,0,7,1,6,1.875,1.875,0.42102972602898336,0.42102972602898336,1.113650330558787,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_6,POLY_DEG2,overfit_risk_control,3,7,1,6,1.875,1.875,0.6874343524813307,0.6874343524813307,1.4230104390322191,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_6,POLY_DEG3,overfit_risk_control,4,7,1,6,1.875,1.875,0.2676994685999764,0.2676994685999764,0.8880066643724946,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_7,K1_NO_MEMORY,fair_null,0,7,1,8,2.33,2.33,1.6558625946753267,1.6558625946753267,1.8247596189127955,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_7,K2_LOCKED_RHO4,locked_prediction,0,7,1,8,2.33,2.33,0.7071352993704111,0.7071352993704111,1.192462615262471,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_7,POLY_DEG2,overfit_risk_control,3,7,1,8,2.33,2.33,11.00246480198054,11.00246480198054,4.703688009342394,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_7,POLY_DEG3,overfit_risk_control,4,7,1,8,2.33,2.33,19.289783560322444,19.289783560322444,6.228123146545266,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,mid_depth_block,K1_NO_MEMORY,fair_null,0,5,3,0;1;2,0.51,0.965,5.377927619877938,1.7926425399593127,3.2392734440770288,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,mid_depth_block,K2_LOCKED_RHO4,locked_prediction,0,5,3,0;1;2,0.51,0.965,5.1000311776640395,1.70001039255468,3.1815825349412528,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,mid_depth_block,POLY_DEG2,overfit_risk_control,3,5,3,0;1;2,0.51,0.965,43.7328381247724,14.577612708257467,8.933151513597359,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,mid_depth_block,POLY_DEG3,overfit_risk_control,4,5,3,0;1;2,0.51,0.965,161.4806189407301,53.826872980243365,18.21725762982625,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,sign_unstable_block,K1_NO_MEMORY,fair_null,0,5,3,3;6;8,1.1925,2.33,4.060986727217933,1.3536622424059777,1.340179655254327,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,sign_unstable_block,K2_LOCKED_RHO4,locked_prediction,0,5,3,3;6;8,1.1925,2.33,2.069108921233113,0.689702973744371,0.8089817323897773,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,sign_unstable_block,POLY_DEG2,overfit_risk_control,3,5,3,3;6;8,1.1925,2.33,64.29686339872414,21.432287799574713,1.2989274690436778,polynomial_cv_no_measurement_validation
SOURCE_SPLIT_LIKELIHOOD_NATIVE_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,sign_unstable_block,POLY_DEG3,overfit_risk_control,4,5,3,3;6;8,1.1925,2.33,111.09006171663368,37.03002057221123,1.5280858793149712,polynomial_cv_no_measurement_validation
