AuditID,NoiseMode,RouteID,SampleID,SubsetID,ProjectedScale,PilotLikeEnergyFractionOfK2,LockedK2Changed,ScaleFitAllowed,MeasurementValidationAllowed,ClaimBoundary
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,16,mid_high_depth,0.057079995698179876,0.24856639375711162,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,16,high_depth,0.06121428504813823,0.2743731662228933,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,16,low_depth,0.42795617551674936,0.973955911785905,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,REGISTERED_SHRINKAGE_WHITENED,16,mid_high_depth,0.03926043180018151,0.1107949430992554,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,REGISTERED_SHRINKAGE_WHITENED,16,high_depth,0.04657793087356805,0.16067199311341285,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,REGISTERED_SHRINKAGE_WHITENED,16,low_depth,0.2426106905113197,0.8420243933429985,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,17,mid_high_depth,0.09804412021815777,0.2754973573965492,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,17,high_depth,0.11441376385856576,0.33525021987707393,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,PUBLIC_PROXY_WHITENED_STANDARDIZED,17,low_depth,-0.3778791412026911,0.8291095926358432,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,REGISTERED_SHRINKAGE_WHITENED,17,mid_high_depth,0.06947921421926109,0.12699106380550343,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation
